0	1	Sentiment
fair point  let me restate many liberals tend towards using evidence of prejudice and discrimination as a justification for treating distinction between citizens and migrants as arbitrary	NOT	NEG
she is getting big lol	NOT	POS
took the words out of my mouth he is just horrible	OFF	NEG
if you actually d i d expose that id be questioning you  shes shifting a little exhaling rather shakily she is tempted to shush him  how cheeky	NOT	NEG
he can suck it	OFF	NEG
how do you decide truth with accusation from incident  years ago the big lie he has been confirmed multiple times and no accusations this is the liberal mo conservatives not falling for it again	NOT	NEG
thoughts and prayers dont work we need sensible gun control legislation	NOT	NEG
thanks for the follow the days of cybersecurity brand reputation marketing have just begun and you are now a part of it	NOT	POS
he had  offer since june the shitty browns thats it stop thinking he is still good you are living in the past	OFF	NEG
yes everyone does but he is in the best position and missing all over the place	NOT	POS
yes the good old days when conservatives got pushed around and bullied by democrats who never gave an inch the good old days when all conservatives could do was feign outrage and promise to go get them the next time yeah thats what we need thats the healthy libs love	OFF	POS
the is an increasingly leftist newspaper which might explain the use of weaponised language such as white supremacist to refer to moderate conservatives	NOT	POS
friend ordered  pair of levis and then called to cancel over gun control wow getting wild	NOT	POS
dummydonniejr womanfacepalminglightskintone lyingface clownface womanshrugginglightskintone  this is from  idiot rollingonthefloorlaughing facewithtearsofjoy grinningfacewithsweat  the apple doesnt fall to far from the tree when it comes to lying lyingface   the american people have had enoughisenough of liarinchief and you are actually an embarrassment as well like your daddy mushroom mushroom	OFF	NEG
gun control means using both hands and in this case means acquiring the correct target you cant fix stupid	OFF	POS
he can shout out to me any time he wishes maga thank you sir	NOT	POS
do the trade	NOT	POS
you are battling with what you feel	NOT	NEG
best lead amp most underrated	NOT	POS
i am a big time conservative and staunch believer in our constitution i am also a supporter of you what myself and many conservatives are starting to feel is that republicans in the senate do not have the stomach to fight for us and against the left too soft	NOT	NEG
except those whole emails the prove what yer sayin is wrong  hannity is paid  million a year to blame immigrants so you idiots happily pull the feeder bar for the guy gonna take away yer healthcare gotta say the stupidity is entertaining maga	OFF	NEG
i cant believe he is still on the radio	NOT	POS
he is doing it to everyone he dont like	NOT	NEG
hes  been  leading  the  trump  opposition  since day  ne	NOT	POS
holder shouldve been removed and jailed years ago	OFF	NEG
yes yes antifa is antifascist but celebrate openly when their political opponents are killed whatever you guys say	NOT	POS
another liberal democrat promising checks he cant cash	NOT	POS
is now a good time to talk about mental illness and gun control asking for a very concerned friend	NOT	POS
if the banks fall then peoples money falls too	NOT	POS
gun control is racist	OFF	NEG
a useful idiot no longer need him their to busy to be bothered with gun control now busy trying figure out how to sway an election in their favor not gunna happen facewithtearsofjoy unitedstates flexedbiceps	OFF	NEG
or christian conservatives could man up and do whatever it takes to win	NOT	POS
but its so cute when conservatives try to do economy	NOT	POS
you are right victoria is on the reversefacescreaminginfear	NOT	POS
my thoughts and prayers are with the families  random mass shootings which plague our nation are not normal and we as a country cant allow them to be normalized craley said   the truth is these mass shootings are becoming too normal  gun control would certainly help	OFF	POS
texas sen cruz thanks peta for its tofu push working in his favor  tcot maga rednationrising	NOT	POS
the kind of repulsive projections usually reflect back on the source be careful in what one deems appropriate for others lest it is applied equally to oneself	NOT	POS
dougford again using trumpstyle authoritarian tactics discredit the media repeatedly spread lies build a false reality for your followers  these are smart people the conservatives know what theyre doing this is a planned strategy to weaken democracy onpoli	OFF	NEG
no you wouldnt sis i know damn well you would probably call it cute people propose in concerts all the time yet when its a gay couple its wrong youre at a fucking concert you dont have to pay attention	OFF	POS
he is	NOT	POS
just remember it took mark felt  years before he would admit he was deep throat these denials r meaningless	NOT	NEG
were buying a couple puzzle toys and looking at classes for him rn but i think he is becoming a teenage monster	OFF	POS
jfc we need gun control now	NOT	NEG
holder is unhinged  brainwashed	NOT	POS
who cares	NOT	POS
correct	NOT	POS
naaa ive spent  hours laughing my huge nuts off at your stupidity  you fink your some kind of entity but your all a bunch of scared antifa pussies wiv no muscle to see anyone you try to bully even that is pathetic	OFF	NEG
cant wait for	NOT	POS
basically me and my liberals friends want to decide whats right for the rest of you	NOT	POS
liberals never follow through on promises weve heard it all before coward	OFF	NEG
he is going to win	NOT	POS
fighting for the oppressed puleeeze	NOT	NEG
she is saying ben ben when the hell are you going to do something more than just tweet crap about djt	OFF	NEG
you are innocent until proven otherwise i would say most definitely she needs to prove her story is true	NOT	POS
